File,for/loops,while/loops,do-while/loops,total
core/math/transform_interpolator.c,0,0,0,0
core/math/triangle_mesh.c,5,25,56,86
core/math/triangulate.c,0,0,0,0
core/math/vector2i.c,0,0,0,0
core/math/vector2.c,0,0,0,0
core/math/vector3i.c,0,0,0,0
core/math/vector3.c,0,0,0,0
core/math/vector4i.c,0,0,0,0
core/math/vector4.c,2,0,11,13
core/object/callable_method_pointer.c,0,0,0,0
core/object/class_db.c,22,137,436,595
core/object/message_queue.c,4,15,42,61
core/object/method_bind.c,0,0,0,0
core/object/object.c,23,46,127,196
core/object/ref_counted.c,0,0,0,0
core/object/script_instance.c,1,0,3,4
core/object/script_language_extension.c,5,2,5,12
core/object/script_language.c,15,76,186,277
core/object/undo_redo.c,0,0,0,0
core/object/worker_thread_pool.c,11,20,78,109
core/os/keyboard.c,0,0,0,0
core/os/main_loop.c,4,2,14,20
core/os/memory.c,0,0,0,0
core/os/midi_driver.c,0,0,0,0
core/os/mutex.c,0,0,0,0
core/os/os.c,7,11,61,79
core/os/thread.c,0,0,0,0
core/os/thread_safe.c,0,0,0,0
core/os/time.c,0,0,0,0
core/register_core_types.c,50,19,221,290
core/script_encryption_key.gen.c,0,0,0,0
core/string/fuzzy_search.c,0,0,0,0
core/string/node_path.c,0,0,0,0
core/string/optimized_translation.c,8,17,50,75
core/string/print_string.c,0,0,0,0
core/string/string_builder.c,0,0,0,0
core/string/string_name.c,0,0,0,0
core/string/translation_domain.c,0,0,0,0
core/string/translation.c,4,10,44,58
core/string/translation_po.c,0,0,0,0
core/string/translation_server.c,6,18,72,96
core/string/ustring.c,7,38,116,161
core/templates/a_hash_map.c,0,0,0,0
core/templates/command_queue_mt.c,1,0,0,1
core/templates/hash_map.c,0,0,0,0
core/templates/rid_owner.c,0,0,0,0
core/variant/array.c,0,0,0,0
core/variant/callable_bind.c,0,0,0,0
core/variant/callable.c,3,11,17,31
core/variant/dictionary.c,85,28,86,199
core/variant/variant_callable.c,0,0,0,0
core/variant/variant_call.c,6,119,1248,1373
core/variant/variant_construct.c,0,0,0,0
core/variant/variant_destruct.c,0,0,0,0
core/variant/variant.c,2,40,115,157
core/variant/variant_op.c,3,6,421,430
core/variant/variant_parser.c,0,0,0,0
core/variant/variant_setget.c,4,6,34,44
core/variant/variant_utility.c,7,18,221,246
core/version_hash.gen.c,0,0,0,0
drivers/alsa/asound-so_wrap.c,0,0,0,0
drivers/alsa/audio_driver_alsa.c,0,0,0,0
drivers/alsamidi/midi_driver_alsamidi.c,0,0,0,0
drivers/coremidi/midi_driver_coremidi.c,0,0,0,0
drivers/egl/egl_manager.c,1,1,10,12
drivers/gles3/effects/copy_effects.c,0,0,0,0
drivers/gles3/effects/cubemap_filter.c,1,8,8,17
drivers/gles3/effects/feed_effects.c,0,0,0,0
drivers/gles3/effects/glow.c,0,0,0,0
drivers/gles3/effects/post_effects.c,0,0,0,0
drivers/gles3/environment/fog.c,0,0,0,0
drivers/gles3/environment/gi.c,0,0,0,0
drivers/gles3/rasterizer_canvas_gles3.c,0,47,76,123
drivers/gles3/rasterizer_gles3.c,3,0,4,7
drivers/gles3/rasterizer_scene_gles3.c,0,0,0,0
drivers/gles3/shader_gles3.c,21,48,144,213
drivers/gles3/storage/config.c,0,0,0,0
drivers/gles3/storage/light_storage.c,15,30,104,149
drivers/gles3/storage/material_storage.c,19,123,311,453
drivers/gles3/storage/mesh_storage.c,23,84,145,252
drivers/gles3/storage/particles_storage.c,20,42,69,131
drivers/gles3/storage/render_scene_buffers_gles3.c,5,4,24,33
drivers/gles3/storage/texture_storage.c,19,35,113,167
drivers/gles3/storage/utilities.c,3,6,30,39
drivers/png/image_loader_png.c,0,0,0,0
drivers/png/png_driver_common.c,0,0,0,0
drivers/png/resource_saver_png.c,0,0,0,0
drivers/pulseaudio/audio_driver_pulseaudio.c,4,13,12,29
drivers/register_driver_types.c,0,0,0,0
drivers/unix/dir_access_unix.c,13,7,22,42
drivers/unix/file_access_unix.c,8,0,7,15
drivers/unix/file_access_unix_pipe.c,0,0,0,0
drivers/unix/ip_unix.c,0,0,0,0
drivers/unix/net_socket_unix.c,8,2,7,17
drivers/unix/os_unix.c,6,9,27,42
drivers/unix/syslog_logger.c,0,0,0,0
drivers/unix/thread_posix.c,0,0,0,0
drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67
drivers/vulkan/rendering_device_driver_vulkan.c,88,61,307,456
drivers/vulkan/vulkan_hooks.c,0,0,0,0
drivers/windows/dir_access_windows.c,0,0,0,0
drivers/windows/file_access_windows.c,0,0,0,0
drivers/windows/file_access_windows_pipe.c,0,0,0,0
drivers/windows/ip_windows.c,0,0,0,0
drivers/windows/net_socket_winsock.c,0,0,0,0
drivers/windows/thread_windows.c,0,0,0,0
drivers/winmidi/midi_driver_winmidi.c,0,0,0,0
editor/action_map_editor.c,14,21,48,83
editor/add_metadata_dialog.c,14,5,24,43
editor/animation_bezier_editor.c,12,44,196,252
editor/animation_track_editor.c,80,139,549,768
editor/animation_track_editor_plugins.c,32,17,30,79
editor/audio_stream_preview.c,8,9,23,40
editor/code_editor.c,21,31,76,128
editor/connections_dialog.c,24,40,99,163
editor/create_dialog.c,20,51,117,188
editor/debugger/debug_adapter/debug_adapter_parser.c,3,4,11,18
editor/debugger/debug_adapter/debug_adapter_protocol.c,26,69,101,196
editor/debugger/debug_adapter/debug_adapter_server.c,0,0,0,0
editor/debugger/editor_debugger_inspector.c,11,11,63,85
editor/debugger/editor_debugger_node.c,17,47,64,128
editor/debugger/editor_debugger_server.c,0,0,0,0
editor/debugger/editor_debugger_tree.c,11,17,24,52
editor/debugger/editor_expression_evaluator.c,10,10,22,42
editor/debugger/editor_file_server.c,0,0,0,0
editor/debugger/editor_performance_profiler.c,9,30,54,93
editor/debugger/editor_profiler.c,15,34,81,130
editor/debugger/editor_visual_profiler.c,14,18,38,70
editor/debugger/script_editor_debugger.c,25,50,142,217
editor/dependency_editor.c,27,33,108,168
editor/directory_create_dialog.c,12,4,21,37
editor/doc_tools.c,89,70,235,394
editor/editor_about.c,20,11,19,50
editor/editor_asset_installer.c,19,19,60,98
editor/editor_atlas_packer.c,0,0,0,0
editor/editor_audio_buses.c,30,59,172,261
editor/editor_autoload_settings.c,20,27,66,113
editor/editor_build_profile.c,24,47,116,187
editor/editor_command_palette.c,14,31,71,116
editor/editor_data.c,16,60,160,236
editor/editor_dock_manager.c,21,28,58,107
editor/editor_feature_profile.c,35,50,130,215
editor/editor_file_system.c,51,73,300,424
editor/editor_folding.c,0,0,0,0
editor/editor_help.c,56,91,296,443
editor/editor_help_search.c,39,41,126,206
editor/editor_interface.c,5,16,63,84
editor/editor_layouts_dialog.c,17,6,25,48
editor/editor_locale_dialog.c,13,9,24,46
editor/editor_log.c,19,16,45,80
editor/editor_main_screen.c,12,10,28,50
editor/editor_native_shader_source_visualizer.c,10,3,7,20
editoreditor_node.c,104,168,426,698
editor/editor_paths.c,0,0,0,0
editor/editor_properties_array_dict.c,27,55,155,237
editor/editor_properties.c,55,134,276,465
editor/editor_properties_vector.c,18,7,17,42
editor/editor_property_name_processor.c,0,0,0,0
editor/editor_resource_picker.c,25,26,87,138
editor/editor_resource_preview.c,10,13,39,62
editor/editor_run.c,0,0,0,0
editor/editor_run_native.c,10,5,12,27
editor/editor_script.c,4,0,5,9
editor/editor_sectioned_inspector.c,13,9,20,42
editor/editor_settings_dialog.c,14,38,76,128
editor/editor_settings.c,0,0,0,0
editor/editor_translation.c,0,0,0,0
editor/editor_translation_parser.c,9,11,39,59
editor/editor_undo_redo_manager.c,5,7,35,47
editor/editor_vcs_interface.c,18,3,49,70
editor/engine_update_label.c,7,3,22,32
editor/event_listener_line_edit.c,7,4,19,30
editor/export/codesign.c,4,24,81,109
editor/export/editor_export.c,0,0,0,0
editor/export/editor_export_platform_extension.c,5,3,34,42
editor/export/editor_export_platform.c,38,50,149,237
editor/export/editor_export_platform_pc.c,0,0,0,0
editor/export/editor_export_plugin.c,7,5,33,45
editor/export/editor_export_preset.c,8,17,67,92
editor/export/export_template_manager.c,18,19,39,76
editor/export/lipo.c,0,0,0,0
editor/export/macho.c,0,0,0,0
editor/export/project_export.c,28,39,66,133
editor/export/project_zip_packer.c,0,0,0,0
editor/fbx_importer_manager.c,13,4,17,34
editor/file_info.c,0,0,0,0
editor/filesystem_dock.c,44,99,269,412
editor/find_in_files.c,15,37,92,144
editor/groups_editor.c,17,40,115,172
editor/group_settings_editor.c,12,24,88,124
editor/gui/editor_bottom_panel.c,10,17,23,50
editor/gui/editor_dir_dialog.c,13,10,22,45
editor/gui/editor_file_dialog.c,34,47,107,188
editor/gui/editor_object_selector.c,12,7,20,39
editor/gui/editor_quick_open_dialog.c,42,21,69,132
editor/gui/editor_run_bar.c,9,11,26,46
editor/gui/editor_scene_tabs.c,11,12,27,50
editor/gui/editor_spin_slider.c,0,0,0,0
editor/gui/editor_title_bar.c,8,0,9,17
editor/gui/editor_toaster.c,10,12,34,56
editor/gui/editor_validation_panel.c,11,6,28,45
editor/gui/editor_version_button.c,7,0,9,16
editor/gui/editor_zoom_widget.c,11,2,11,24
editor/gui/scene_tree_editor.c,25,63,112,200
editor/history_dock.c,13,15,26,54
editor/import/3d/collada.c,28,115,414,557
editor/import/3d/editor_import_collada.c,27,72,406,505
editor/import/3d/post_import_plugin_skeleton_renamer.c,0,0,0,0
editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,15,26,58,99
editor/import/3d/post_import_plugin_skeleton_track_organizer.c,0,0,0,0
editor/import/3d/resource_importer_obj.c,0,0,0,0
editor/import/3d/resource_importer_scene.c,0,0,0,0
editor/import/3d/scene_import_settings.c,71,41,124,236
editor/import/audio_stream_import_settings.c,22,11,38,71
editor/import_defaults_editor.c,12,16,51,79
editor/import_dock.c,21,31,104,156
editor/import/dynamic_font_import_settings.c,29,30,74,133
editor/import/editor_import_plugin.c,0,0,0,0
editor/import/resource_importer_bitmask.c,0,0,0,0
editor/import/resource_importer_bmfont.c,0,0,0,0
editor/import/resource_importer_csv_translation.c,0,0,0,0
editor/import/resource_importer_dynamic_font.c,0,0,0,0
editor/import/resource_importer_imagefont.c,0,0,0,0
editor/import/resource_importer_image.c,0,0,0,0
editor/import/resource_importer_layered_texture.c,9,15,41,65
editor/import/resource_importer_shader_file.c,0,0,0,0
editor/import/resource_importer_texture_atlas.c,0,0,0,0
editor/import/resource_importer_texture.c,10,4,32,46
editor/import/resource_importer_texture_settings.c,0,0,0,0
editor/import/resource_importer_wav.c,0,0,0,0
editor/input_event_configuration_dialog.c,15,16,27,58
editor/inspector_dock.c,11,18,44,73
editor/localization_editor.c,17,22,59,98
editor/multi_node_edit.c,0,0,0,0
editor/node_dock.c,8,2,7,17
editor/plugins/abstract_polygon_2d_editor.c,10,8,16,34
editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129
editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89
editor/plugins/animation_blend_tree_editor_plugin.c,35,52,121,208
editor/plugins/animation_library_editor.c,28,42,100,170
editor/plugins/animation_player_editor_plugin.c,21,37,81,139
editor/plugins/animation_state_machine_editor.c,29,54,125,208
editor/plugins/animation_tree_editor_plugin.c,13,13,16,42
editor/plugins/asset_library_editor_plugin.c,32,34,87,153
editor/plugins/audio_stream_editor_plugin.c,18,6,11,35
editor/plugins/audio_stream_randomizer_editor_plugin.c,0,0,0,0
editor/plugins/bit_map_editor_plugin.c,18,0,6,24
editor/plugins/bone_map_editor_plugin.c,27,36,86,149
editor/plugins/camera_3d_editor_plugin.c,15,8,13,36
editor/plugins/canvas_item_editor_plugin.c,61,82,211,354
editor/plugins/cast_2d_editor_plugin.c,0,0,0,0
editor/plugins/collision_polygon_2d_editor_plugin.c,12,0,13,25
editor/plugins/collision_shape_2d_editor_plugin.c,0,0,0,0
editor/plugins/color_channel_selector.c,13,2,21,36
editor/plugins/control_editor_plugin.c,39,40,93,172
editor/plugins/curve_editor_plugin.c,21,7,37,65
editor/plugins/debugger_editor_plugin.c,0,0,0,0
editor/plugins/dedicated_server_export_plugin.c,4,3,11,18
editor/plugins/editor_context_menu_plugin.c,0,0,0,0
editor/plugins/editor_debugger_plugin.c,5,15,43,63
editor/plugins/editor_plugin.c,11,8,32,51
editor/plugins/editor_plugin_settings.c,14,14,31,59
editor/plugins/editor_preview_plugins.c,18,4,34,56
editor/plugins/editor_resource_conversion_plugin.c,0,0,0,0
editor/plugins/editor_resource_tooltip_plugins.c,12,2,18,32
editor/plugins/embedded_process.c,6,4,16,26
editor/plugins/font_config_plugin.c,34,44,80,158
editor/plugins/game_view_plugin.c,20,31,56,107
editor/plugins/gizmos/audio_listener_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/audio_stream_player_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/camera_3d_gizmo_plugin.c,8,1,7,16
editor/plugins/gizmos/collision_object_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/collision_polygon_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38
editor/plugins/gizmos/cpu_particles_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/decal_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/fog_volume_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/geometry_instance_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/gizmo_3d_helper.c,2,0,2,4
editor/plugins/gizmos/gpu_particles_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,14,2,12,28
editor/plugins/gizmos/joint_3d_gizmo_plugin.c,15,9,12,36
editor/plugins/gizmos/label_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/light_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/lightmap_gi_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/lightmap_probe_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/marker_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/mesh_instance_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/navigation_link_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,8,4,18,30
editor/plugins/gizmos/occluder_instance_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/particles_3d_emission_shape_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/physics_bone_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/ray_cast_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/reflection_probe_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/shape_cast_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/soft_body_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/spring_arm_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/spring_bone_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/sprite_base_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/vehicle_body_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/visible_on_screen_notifier_3d_gizmo_plugin.c,0,0,0,0
editor/plugins/gizmos/voxel_gi_gizmo_plugin.c,0,0,0,0
editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,32
editor/plugins/gradient_editor_plugin.c,19,21,34,74
editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39
editor/plugins/input_event_editor_plugin.c,15,2,6,23
editor/plugins/lightmap_gi_editor_plugin.c,0,0,0,0
editor/plugins/light_occluder_2d_editor_plugin.c,12,0,1,13
editor/plugins/line_2d_editor_plugin.c,12,0,13,25
editor/plugins/material_editor_plugin.c,30,6,17,53
editor/plugins/mesh_editor_plugin.c,18,2,6,26
editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66
editor/plugins/mesh_library_editor_plugin.c,0,0,0,0
editor/plugins/multimesh_editor_plugin.c,14,11,26,51
editor/plugins/navigation_link_2d_editor_plugin.c,0,0,0,0
editor/plugins/navigation_obstacle_2d_editor_plugin.c,12,0,14,26
editor/plugins/navigation_obstacle_3d_editor_plugin.c,19,9,32,60
editor/plugins/navigation_polygon_editor_plugin.c,17,2,8,27
editor/plugins/node_3d_editor_gizmos.c,11,19,115,145
editor/plugins/node_3d_editor_plugin.c,52,129,363,544
editor/plugins/occluder_instance_3d_editor_plugin.c,0,0,0,0
editor/plugins/packed_scene_editor_plugin.c,15,4,12,31
editor/plugins/packed_scene_translation_parser_plugin.c,0,0,0,0
editor/plugins/parallax_background_editor_plugin.c,10,2,12,24
editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41
editor/plugins/particles_editor_plugin.c,18,20,57,95
editor/plugins/path_2d_editor_plugin.c,11,4,22,37
editor/plugins/path_3d_editor_plugin.c,17,12,40,69
editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16
editor/plugins/plugin_config_dialog.c,16,4,13,33
editor/plugins/polygon_2d_editor_plugin.c,40,21,43,104
editor/plugins/polygon_3d_editor_plugin.c,16,8,23,47
editor/plugins/resource_preloader_editor_plugin.c,14,23,38,75
editor/plugins/root_motion_editor_plugin.c,12,7,31,50
editor/plugins/script_text_editor.c,41,46,147,234
editor/plugins/shader_editor_plugin.c,24,37,50,111
editor/plugins/shader_file_editor_plugin.c,16,32,64,112
editor/plugins/skeleton_2d_editor_plugin.c,0,0,0,0
editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174
editor/plugins/skeleton_ik_3d_editor_plugin.c,0,0,0,0
editor/plugins/sprite_2d_editor_plugin.c,29,23,50,102
editor/plugins/style_box_editor_plugin.c,13,4,14,31
editor/plugins/sub_viewport_preview_editor_plugin.c,0,0,0,0
editor/plugins/text_editor.c,17,9,21,47
editor/plugins/text_shader_editor.c,37,41,112,190
editor/plugins/texture_3d_editor_plugin.c,12,4,12,28
editor/plugins/texture_editor_plugin.c,15,2,13,30
editor/plugins/texture_layered_editor_plugin.c,0,0,0,0
editor/plugins/theme_editor_plugin.c,38,123,289,450
editor/plugins/theme_editor_preview.c,22,9,16,47
editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,68
editor/plugins/tiles/tile_atlas_view.c,10,27,68,105
editor/plugins/tiles/tile_data_editors.c,44,70,204,318
editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513
editor/plugins/tiles/tile_proxies_manager_dialog.c,13,10,55,78
editor/plugins/tiles/tiles_editor_plugin.c,0,0,0,0
editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352
editor/plugins/tiles/tile_set_editor.c,23,37,64,124
editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,18,14,28,60
editor/plugins/tool_button_editor_plugin.c,0,0,0,0
editor/plugins/version_control_editor_plugin.c,14,30,74,118
editor/plugins/visual_shader_editor_plugin.c,0,0,0,0
editor/plugins/voxel_gi_editor_plugin.c,8,4,14,26
editor/pot_generator.c,0,0,0,0
editor/progress_dialog.c,13,14,31,58
editor/project_converter_3_to_4.c,29,32,149,210
editor/project_manager.c,23,43,115,181
editor/project_manager/project_dialog.c,17,21,63,101
editor/project_manager/project_list.c,25,38,78,141
editor/project_manager/project_tag.c,10,0,11,21
editor/project_manager/quick_settings_dialog.c,13,18,23,54
editor/project_settings_editor.c,20,23,68,111
editor/property_selector.c,14,14,33,61
editor/register_editor_types.c,0,0,0,0
editor/register_exporters.gen.c,0,0,0,0
editor/rename_dialog.c,13,10,24,47
editor/renames_map_3_to_4.c,0,0,0,0
editor/reparent_dialog.c,13,2,8,23
editor/run_instances_dialog.c,13,11,30,54
editor/scene_create_dialog.c,14,6,13,33
editor/scene_tree_dock.c,68,113,281,462
editor/script_create_dialog.c,19,14,33,66
editor/shader_create_dialog.c,0,0,0,0
editor/shader_globals_editor.c,12,6,28,46
editor/surface_upgrade_tool.c,11,7,17,35
editor/themes/editor_color_map.c,0,0,0,0
editor/themes/editor_fonts.c,0,0,0,0
editor/themes/editor_icons.c,0,0,0,0
editor/themes/editor_scale.c,0,0,0,0
editor/themes/editor_theme.c,6,20,23,49
editor/themes/editor_theme_manager.c,0,0,0,0
editor/uid_upgrade_tool.c,9,8,16,33
editor/window_wrapper.c,15,13,18,46
main/main.c,0,0,0,0
main/main_timer_sync.c,0,0,0,0
main/performance.c,3,7,33,43
main/steam_tracker.c,0,0,0,0
modules/astcenc/image_compress_astcenc.c,0,0,0,0
modules/astcenc/register_types.c,0,0,0,0
modules/basis_universal/image_compress_basisu.c,16,3,33,52
modules/basis_universal/register_types.c,0,0,0,0
modules/bcdec/image_decompress_bcdec.c,2,1,35,38
modules/bcdec/register_types.c,0,0,0,0
modules/betsy/image_compress_betsy.c,0,0,0,0
modules/betsy/register_types.c,0,0,0,0
modules/bmp/image_loader_bmp.c,4,3,15,22
modules/bmp/register_types.c,0,0,0,0
modules/camera/buffer_decoder.c,0,0,0,0
modules/camera/camera_feed_linux.c,0,0,0,0
modules/camera/camera_linux.c,0,0,0,0
modules/camera/register_types.c,0,0,0,0
modules/csg/csg.c,3,4,15,22
modules/csg/csg_shape.c,21,23,85,129
modules/csg/editor/csg_gizmos.c,0,0,0,0
modules/csg/register_types.c,0,0,0,0
modules/cvtt/image_compress_cvtt.c,3,0,13,16
modules/cvtt/register_types.c,0,0,0,0
modules/dds/register_types.c,0,0,0,0
modules/dds/texture_loader_dds.c,4,1,26,31
modules/enet/enet_connection.c,13,3,35,51
modules/enet/enet_multiplayer_peer.c,11,14,36,61
modules/enet/enet_packet_peer.c,4,1,29,34
modules/enet/register_types.c,0,0,0,0
modules/etcpak/image_compress_etcpak.c,0,0,0,0
modules/etcpak/image_decompress_etcpak.c,0,0,0,0
modules/etcpak/register_types.c,0,0,0,0
modules/fbx/editor/editor_scene_importer_fbx2gltf.c,8,10,34,52
modules/fbx/editor/editor_scene_importer_ufbx.c,12,12,37,61
modules/fbx/fbx_document.c,65,55,159,279
modules/fbx/fbx_state.c,0,0,0,0
modules/fbx/register_types.c,6,11,36,53
modules/freetype/register_types.c,0,0,0,0
modules/gdscript/editor/gdscript_docgen.c,12,24,94,130
modules/gdscript/editor/gdscript_highlighter.c,17,23,70,110
modules/gdscript/editor/gdscript_translation_parser_plugin.c,7,10,41,58
modules/gdscript/gdscript_analyzer.c,53,73,272,398
modules/gdscript/gdscript_byte_codegen.c,45,75,176,296
modules/gdscript/gdscript_cache.c,7,16,87,110
modules/gdscript/gdscript_compiler.c,45,59,214,318
modules/gdscript/gdscript_disassembler.c,0,22,2,24
modules/gdscript/gdscript_editor.c,17,29,109,155
modules/gdscript/gdscript_function.c,11,12,60,83
modules/gdscript/gdscript_lambda_callable.c,0,0,0,0
modules/gdscript/gdscript.c,53,145,386,584
modules/gdscript/gdscript_parser.c,51,124,408,583
modules/gdscript/gdscript_rpc_callable.c,0,0,0,0
modules/gdscript/gdscript_tokenizer_buffer.c,0,0,0,0
modules/gdscript/gdscript_tokenizer.c,6,12,48,66
modules/gdscript/gdscript_utility_callable.c,0,0,0,0
modules/gdscript/gdscript_utility_functions.c,0,0,0,0
modules/gdscript/gdscript_vm.c,0,0,0,0
modules/gdscript/gdscript_warning.c,0,0,0,0
modules/gdscript/language_server/gdscript_extend_parser.c,26,18,102,146
modules/gdscript/language_server/gdscript_language_protocol.c,0,0,0,0
modules/gdscript/language_server/gdscript_language_server.c,0,0,0,0
modules/gdscript/language_server/gdscript_text_document.c,15,9,36,60
modules/gdscript/language_server/gdscript_workspace.c,14,32,128,174
modules/gdscript/register_types.c,8,0,7,15
modules/glslang/register_types.c,0,0,0,0
modules/gltf/editor/editor_import_blend_runner.c,0,0,0,0
modules/gltf/editor/editor_scene_exporter_gltf_plugin.c,11,11,36,58
