File,for loops,while loops,do-while loops,total loops,total nodes
../samples/decompilations/godot/rerolled/rerolledrerolledmodules tga image_loader_tga.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerollededitor gui editor_title_bar.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledservers rendering instance_uniforms.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty mbedtls library x509_csr.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common rbbiscan.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene gui rich_text_label.linuxbsd.editor.x86_64.c,48,56,198,302,852316
../samples/decompilations/godot/rerolled/rerollededitor plugins gizmos voxel_gi_gizmo_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty jolt_physics Jolt Physics Vehicle Wheel.linuxbsd.editor.x86_64.c,0,0,0,0,8924
../samples/decompilations/godot/rerolled/rerolleddrivers unix file_access_unix_pipe.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty glslang SPIRV doc.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common appendable.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor register_editor_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty miniupnpc src upnpreplyparse.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty glslang glslang ResourceLimits ResourceLimits.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene 3d physics static_body_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty libktx lib vkformat_typesize.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledmain steam_tracker.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledscene resources audio_stream_polyphonic.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledservers xr xr_controller_tracker.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledcore variant variant.linuxbsd.editor.x86_64.c,36,40,115,191,169098
../samples/decompilations/godot/rerolled/rerolledthirdparty msdfgen core DistanceMapping.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty pcre2 src pcre2_serialize_16.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene 3d velocity_tracker_3d.linuxbsd.editor.x86_64.c,3,0,10,13,39523
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty zstd decompress huf_decompress_amd64.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor shader_globals_editor.linuxbsd.editor.x86_64.c,12,6,28,46,72792
../samples/decompilations/godot/rerolled/rerolledrerolledscene 3d decal.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerollededitor import_dock.linuxbsd.editor.x86_64.c,21,31,104,156,174956
../samples/decompilations/godot/rerolled/rerollededitor plugins navigation_link_2d_editor_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty astcenc astcenc_symbolic_physical.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor plugins plugin_config_dialog.linuxbsd.editor.x86_64.c,22,4,13,39,73756
../samples/decompilations/godot/rerolled/rerolledrerolledrerollededitor plugins editor_resource_tooltip_plugins.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerollededitor create_dialog.linuxbsd.editor.x86_64.c,20,51,117,188,194532
../samples/decompilations/godot/rerolled/rerolledscene 3d skeleton_3d.linuxbsd.editor.x86_64.c,17,26,81,124,401848
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty icu4c common uset.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledmodules text_server_adv text_server_adv.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty glad glx.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty mbedtls library cmac.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty pcre2 src pcre2_valid_utf_16.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledscene 3d spring_bone_simulator_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledmodules godot_physics_2d godot_step_2d.linuxbsd.editor.x86_64.c,4,2,16,22,13692
../samples/decompilations/godot/rerolled/rerolledrerolledrerollededitor plugins navigation_link_2d_editor_plugin.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty freetype src pfr pfr.linuxbsd.editor.x86_64.c,9,8,23,40,32003
../samples/decompilations/godot/rerolled/rerolledcore object ref_counted.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty zstd decompress huf_decompress_amd64.linuxbsd.editor.x86_64.c,5,1,1,7,2134
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty libktx lib checkheader.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty thorvg src renderer tvgShape.linuxbsd.editor.x86_64.c,1,0,4,5,22861
../samples/decompilations/godot/rerolled/rerolledrerollededitor gui editor_scene_tabs.linuxbsd.editor.x86_64.c,11,12,27,50,89810
../samples/decompilations/godot/rerolled/rerolledscene resources skeleton_profile.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty graphite src FeatureMap.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty pcre2 src pcre2_serialize_16.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common filterednormalizer2.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty libvorbis floor1.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledcore io resource_uid.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty harfbuzz src hb-ot-name.linuxbsd.editor.x86_64.c,1,20,27,48,21085
../samples/decompilations/godot/rerolled/rerolledthirdparty libktx lib vkformat_typesize.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene resources audio_stream_polyphonic.linuxbsd.editor.x86_64.c,17,2,23,42,99435
../samples/decompilations/godot/rerolled/rerolledthirdparty mbedtls library padlock.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty harfbuzz src hb-ot-face.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty msdfgen core DistanceMapping.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty miniupnpc src upnpreplyparse.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledmodules openxr extensions openxr_fb_foveation_extension.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty libwebp src mux anim_encode.linuxbsd.editor.x86_64.c,7,6,21,34,22380
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty thorvg src renderer tvgShape.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty thorvg src loaders svg tvgSvgUtil.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty harfbuzz src hb-buffer-serialize.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty libpng intel filter_sse2_intrinsics.linuxbsd.editor.x86_64.c,4,0,6,10,13892
../samples/decompilations/godot/rerolled/rerolledthirdparty freetype src truetype truetype.linuxbsd.editor.x86_64.c,26,21,117,164,134303
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty pcre2 src pcre2_valid_utf_16.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene 2d back_buffer_copy.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty enet packet.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledmodules enet register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common dtintrv.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledmodules jolt_physics shapes jolt_separation_ray_shape_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty jolt_physics Jolt Physics Collision EstimateCollisionResponse.linuxbsd.editor.x86_64.c,2,0,5,7,11195
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterBinning.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty freetype src cff cff.linuxbsd.editor.x86_64.c,29,15,45,89,57385
../samples/decompilations/godot/rerolled/rerolledrerollededitor property_selector.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common unistr_cnv.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty embree common sys thread.linuxbsd.editor.x86_64.c,52,1,11,64,13489
../samples/decompilations/godot/rerolled/rerolledrerolledmodules webrtc webrtc_data_channel.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledmodules gdscript gdscript_disassembler.linuxbsd.editor.x86_64.c,0,22,2,24,89577
../samples/decompilations/godot/rerolled/rerolledrerolledmodules gltf structures gltf_mesh.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor gui editor_bottom_panel.linuxbsd.editor.x86_64.c,18,16,24,58,65523
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty embree kernels bvh bvh_builder_twolevel.linuxbsd.editor.x86_64.c,46,109,221,376,633260
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledmodules gdscript gdscript_function.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledservers rendering renderer_rd storage_rd render_scene_buffers_rd.linuxbsd.editor.x86_64.c,9,16,79,104,351195
../samples/decompilations/godot/rerolled/rerollededitor create_dialog.linuxbsd.editor.x86_64.c,20,51,117,188,194532
../samples/decompilations/godot/rerolled/rerolledmodules jolt_physics shapes jolt_custom_ray_shape.linuxbsd.editor.x86_64.c,2,0,7,9,14634
../samples/decompilations/godot/rerolled/rerollededitor import 3d resource_importer_obj.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty mbedtls library psa_crypto_slot_management.linuxbsd.editor.x86_64.c,2,4,5,11,5343
../samples/decompilations/godot/rerolled/rerolledthirdparty embree kernels bvh bvh4_factory.linuxbsd.editor.x86_64.c,105,0,0,105,73522
../samples/decompilations/godot/rerolled/rerolledmodules enet register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledscene 3d skeleton_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty pcre2 src pcre2_auto_possess_32.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor themes editor_theme.linuxbsd.editor.x86_64.c,6,20,23,49,59629
../samples/decompilations/godot/rerolled/rerolledthirdparty pcre2 src pcre2_maketables_16.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty libpng pngwrite.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty freetype src base ftpatent.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty basis_universal encoder basisu_comp.linuxbsd.editor.x86_64.c,137,81,373,591,276951
../samples/decompilations/godot/rerolled/rerolledscene 2d touch_screen_button.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene resources compressed_texture.linuxbsd.editor.x86_64.c,19,2,15,36,107885
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty libpng pngrutil.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty libvorbis floor1.linuxbsd.editor.x86_64.c,5,9,43,57,16292
../samples/decompilations/godot/rerolled/rerolledscene resources text_paragraph.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledcore variant variant.linuxbsd.editor.x86_64.c,2,40,115,157,168357
../samples/decompilations/godot/rerolled/rerolledmodules godot_physics_2d godot_collision_object_2d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledservers rendering renderer_rd effects sort_effects.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledmodules upnp upnp_miniupnp.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common ucasemap.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerollededitor project_manager project_list.linuxbsd.editor.x86_64.c,40,26,56,122,175181
../samples/decompilations/godot/rerolled/rerolledthirdparty rvo2 rvo2_2d RVOSimulator2d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene gui box_container.linuxbsd.editor.x86_64.c,11,6,16,33,67133
../samples/decompilations/godot/rerolled/rerolledscene resources 3d primitive_meshes.linuxbsd.editor.x86_64.c,39,28,111,178,572045
../samples/decompilations/godot/rerolled/rerolledthirdparty basis_universal encoder basisu_uastc_enc.linuxbsd.editor.x86_64.c,49,33,146,228,320343
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledservers rendering storage render_scene_buffers.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common bytestriebuilder.linuxbsd.editor.x86_64.c,1,4,4,9,14618
../samples/decompilations/godot/rerolled/rerolledscene gui tree.linuxbsd.editor.x86_64.c,69,47,141,257,1024382
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterMean.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledthirdparty glslang SPIRV SpvPostProcess.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common ubidi.linuxbsd.editor.x86_64.c,4,6,57,67,39529
../samples/decompilations/godot/rerolled/rerolledmodules openxr extensions openxr_extension_wrapper_extension.linuxbsd.editor.x86_64.c,22,3,19,44,172398
../samples/decompilations/godot/rerolled/rerolledscene 2d camera_2d.linuxbsd.editor.x86_64.c,5,11,20,36,182880
../samples/decompilations/godot/rerolled/rerolledmodules jsonrpc register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledscene resources physics_material.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledmodules jolt_physics spaces jolt_body_accessor_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty freetype src cache ftcache.linuxbsd.editor.x86_64.c,1,15,26,42,30587
../samples/decompilations/godot/rerolled/rerolledservers rendering renderer_rd storage_rd render_scene_data_rd.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty graphite src Sparse.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common utf_impl.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty icu4c common utrie2.linuxbsd.editor.x86_64.c,12,1,7,20,10281
../samples/decompilations/godot/rerolled/rerolledthirdparty thorvg src renderer sw_engine tvgSwPostEffect.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty openxr src xr_generated_dispatch_table_core.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledcore io resource_uid.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledscene 3d physics character_body_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor inspector_dock.linuxbsd.editor.x86_64.c,11,18,44,73,118042
../samples/decompilations/godot/rerolled/rerolledthirdparty brotli common dictionary.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledmodules svg register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor import resource_importer_dynamic_font.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledmodules vhacd register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty volk volk.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledthirdparty minizip ioapi.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledthirdparty rvo2 rvo2_2d Agent2d.linuxbsd.editor.x86_64.c,1,0,14,15,16408
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledscene 2d camera_2d.linuxbsd.editor.x86_64.c,5,11,20,36,182880
../samples/decompilations/godot/rerolled/rerolledthirdparty harfbuzz src hb-subset-input.linuxbsd.editor.x86_64.c,10,10,28,48,20455
../samples/decompilations/godot/rerolled/rerolledscene 3d physical_bone_simulator_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor gui editor_title_bar.linuxbsd.editor.x86_64.c,12,0,9,21,28757
../samples/decompilations/godot/rerolled/rerolledrerolledscene theme theme_db.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledcore math projection.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerollededitor file_info.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledrerolledrerolledscene 3d physics character_body_3d.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/rerolled/rerolledservers rendering renderer_rd effects taa.linuxbsd.editor.x86_64.c,0,0,0,0,1
