File,for loops,while loops,do-while loops,total loops,total nodes
../samples/decompilations/godot/thirdparty libwebp src dsp upsampling_mips_dsp_r2.linuxbsd.editor.x86_64.c,0,0,0,0,31
../samples/decompilations/godot/modules navigation register_types.linuxbsd.editor.x86_64.c,0,0,1,1,3516
../samples/decompilations/godot/thirdparty zstd decompress huf_decompress_amd64.linuxbsd.editor.x86_64.c,4,1,1,6,2662
../samples/decompilations/godot/platform linuxbsd fontconfig-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0,18745
../samples/decompilations/godot/scene 3d world_environment.linuxbsd.editor.x86_64.c,3,1,9,13,66998
../samples/decompilations/godot/thirdparty libvorbis registry.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/core io translation_loader_po.linuxbsd.editor.x86_64.c,4,11,16,31,44735
../samples/decompilations/godot/editor gui editor_file_dialog.linuxbsd.editor.x86_64.c,34,47,107,188,486967
../samples/decompilations/godot/modules dds texture_loader_dds.linuxbsd.editor.x86_64.c,3,1,26,30,31901
../samples/decompilations/godot/modules openxr extensions openxr_fb_foveation_extension.linuxbsd.editor.x86_64.c,0,1,8,9,15506
../samples/decompilations/godot/core math quaternion.linuxbsd.editor.x86_64.c,0,0,0,0,20666
../samples/decompilations/godot/thirdparty freetype src base ftdebug.linuxbsd.editor.x86_64.c,0,0,0,0,138
../samples/decompilations/godot/thirdparty pcre2 src pcre2_tables_32.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/drivers gles3 storage particles_storage.linuxbsd.editor.x86_64.c,2,42,69,113,147055
../samples/decompilations/godot/modules gdscript editor gdscript_highlighter.linuxbsd.editor.x86_64.c,17,23,70,110,125635
../samples/decompilations/godot/editor gui editor_scene_tabs.linuxbsd.editor.x86_64.c,11,12,27,50,89816
../samples/decompilations/godot/scene 2d physics shape_cast_2d.linuxbsd.editor.x86_64.c,6,9,23,38,185774
../samples/decompilations/godot/editor plugins polygon_3d_editor_plugin.linuxbsd.editor.x86_64.c,16,8,23,47,92982
../samples/decompilations/godot/thirdparty icu4c common ucnvisci.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/servers audio effects audio_effect_distortion.linuxbsd.editor.x86_64.c,8,9,20,37,76234
../samples/decompilations/godot/core io image.linuxbsd.editor.x86_64.c,11,24,389,424,611762
../samples/decompilations/godot/servers rendering renderer_rd forward_clustered render_forward_clustered.linuxbsd.editor.x86_64.c,26,99,253,378,657410
../samples/decompilations/godot/thirdparty meshoptimizer overdrawoptimizer.linuxbsd.editor.x86_64.c,3,1,14,18,4798
../samples/decompilations/godot/thirdparty icu4c common uset.linuxbsd.editor.x86_64.c,0,1,1,2,6393
../samples/decompilations/godot/editor plugins gizmos marker_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,9,0,12,21,42306
../samples/decompilations/godot/scene resources 2d world_boundary_shape_2d.linuxbsd.editor.x86_64.c,5,1,14,20,55064
../samples/decompilations/godot/scene animation animation_node_extension.linuxbsd.editor.x86_64.c,5,2,21,28,59028
../samples/decompilations/godot/thirdparty icu4c common uinit.linuxbsd.editor.x86_64.c,0,0,0,0,200
../samples/decompilations/godot/thirdparty libktx lib dfdutils createdfd.linuxbsd.editor.x86_64.c,0,1,11,12,5723
../samples/decompilations/godot/thirdparty icu4c common uloc_keytype.linuxbsd.editor.x86_64.c,0,7,11,18,16584
../samples/decompilations/godot/modules basis_universal register_types.linuxbsd.editor.x86_64.c,0,0,0,0,119
../samples/decompilations/godot/editor plugins gizmos joint_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,9,12,26,49183
../samples/decompilations/godot/thirdparty volk volk.linuxbsd.editor.x86_64.c,0,0,0,0,30976
../samples/decompilations/godot/modules godot_physics_3d godot_collision_solver_3d_sat.linuxbsd.editor.x86_64.c,0,3,5,8,15507
../samples/decompilations/godot/servers rendering renderer_rd uniform_set_cache_rd.linuxbsd.editor.x86_64.c,2,1,18,21,22910
../samples/decompilations/godot/thirdparty libwebp src dsp lossless_enc_sse2.linuxbsd.editor.x86_64.c,2,1,35,38,45023
../samples/decompilations/godot/thirdparty mbedtls library pk.linuxbsd.editor.x86_64.c,0,0,0,0,8309
../samples/decompilations/godot/modules gltf skin_tool.linuxbsd.editor.x86_64.c,22,53,118,193,142746
../samples/decompilations/godot/servers audio effects audio_effect_reverb.linuxbsd.editor.x86_64.c,7,1,29,37,62375
../samples/decompilations/godot/thirdparty embree kernels common alloc.linuxbsd.editor.x86_64.c,0,11,26,37,22308
../samples/decompilations/godot/editor plugins gizmos light_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,4,12,21,39665
../samples/decompilations/godot/thirdparty embree kernels bvh bvh_builder_sah_mb.linuxbsd.editor.x86_64.c,28,43,108,179,385607
../samples/decompilations/godot/thirdparty libwebp src enc backward_references_enc.linuxbsd.editor.x86_64.c,4,12,32,48,15373
../samples/decompilations/godot/thirdparty pcre2 src pcre2_extuni_32.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty harfbuzz src hb-ot-shaper-indic-table.linuxbsd.editor.x86_64.c,0,0,0,0,147
../samples/decompilations/godot/thirdparty jpeg-compressor jpgd.linuxbsd.editor.x86_64.c,7,18,86,111,119267
../samples/decompilations/godot/core io http_client_tcp.linuxbsd.editor.x86_64.c,3,3,26,32,51920
../samples/decompilations/godot/thirdparty astcenc astcenc_color_unquantize.linuxbsd.editor.x86_64.c,0,0,0,0,10195
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Collision Shape ScaledShape.linuxbsd.editor.x86_64.c,0,0,3,3,27570
../samples/decompilations/godot/thirdparty icu4c common charstr.linuxbsd.editor.x86_64.c,0,1,3,4,10546
../samples/decompilations/godot/thirdparty libwebp src enc picture_enc.linuxbsd.editor.x86_64.c,2,0,0,2,3703
../samples/decompilations/godot/modules gdscript gdscript_function.linuxbsd.editor.x86_64.c,5,12,61,78,93179
../samples/decompilations/godot/thirdparty graphite src gr_face.linuxbsd.editor.x86_64.c,0,0,2,2,2276
../samples/decompilations/godot/scene resources sprite_frames.linuxbsd.editor.x86_64.c,9,39,108,156,205191
../samples/decompilations/godot/thirdparty libwebp sharpyuv sharpyuv.linuxbsd.editor.x86_64.c,0,3,16,19,8009
../samples/decompilations/godot/thirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterBinning.linuxbsd.editor.x86_64.c,0,0,10,10,5828
../samples/decompilations/godot/core io file_access_compressed.linuxbsd.editor.x86_64.c,3,2,7,12,33907
../samples/decompilations/godot/thirdparty mbedtls library x509write_csr.linuxbsd.editor.x86_64.c,0,0,0,0,2488
../samples/decompilations/godot/platform linuxbsd freedesktop_screensaver.linuxbsd.editor.x86_64.c,0,0,2,2,4268
../samples/decompilations/godot/core variant variant.linuxbsd.editor.x86_64.c,1,40,116,157,169710
../samples/decompilations/godot/modules webrtc webrtc_data_channel.linuxbsd.editor.x86_64.c,4,0,21,25,74938
../samples/decompilations/godot/thirdparty openxr src loader loader_logger.linuxbsd.editor.x86_64.c,7,16,17,40,33351
../samples/decompilations/godot/thirdparty embree kernels builders primrefgen.linuxbsd.editor.x86_64.c,0,9,38,47,74207
../samples/decompilations/godot/thirdparty mbedtls library x509_csr.linuxbsd.editor.x86_64.c,2,0,2,4,5057
../samples/decompilations/godot/modules navigation nav_agent.linuxbsd.editor.x86_64.c,0,0,0,0,17919
../samples/decompilations/godot/thirdparty icu4c common propsvec.linuxbsd.editor.x86_64.c,0,1,3,4,4973
../samples/decompilations/godot/thirdparty mbedtls library entropy_poll.linuxbsd.editor.x86_64.c,0,0,0,0,276
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Vehicle VehicleAntiRollBar.linuxbsd.editor.x86_64.c,0,0,0,0,936
../samples/decompilations/godot/thirdparty meshoptimizer vcacheoptimizer.linuxbsd.editor.x86_64.c,2,4,16,22,6727
../samples/decompilations/godot/thirdparty jolt_physics Jolt Geometry OrientedBox.linuxbsd.editor.x86_64.c,0,0,5,5,6023
../samples/decompilations/godot/thirdparty icu4c common umath.linuxbsd.editor.x86_64.c,0,0,0,0,79
../samples/decompilations/godot/thirdparty freetype src cache ftcache.linuxbsd.editor.x86_64.c,0,15,26,41,31919
../samples/decompilations/godot/modules multiplayer scene_rpc_interface.linuxbsd.editor.x86_64.c,2,14,66,82,72706
../samples/decompilations/godot/editor create_dialog.linuxbsd.editor.x86_64.c,20,51,117,188,194532
../samples/decompilations/godot/modules jolt_physics shapes jolt_world_boundary_shape_3d.linuxbsd.editor.x86_64.c,0,0,3,3,7092
../samples/decompilations/godot/thirdparty libwebp src dec alpha_dec.linuxbsd.editor.x86_64.c,0,0,1,1,2284
../samples/decompilations/godot/thirdparty harfbuzz src hb-ucd.linuxbsd.editor.x86_64.c,0,0,2,2,2799
../samples/decompilations/godot/thirdparty icu4c common filteredbrk.linuxbsd.editor.x86_64.c,0,3,10,13,20783
../samples/decompilations/godot/thirdparty icu4c common umutex.linuxbsd.editor.x86_64.c,0,2,1,3,2566
../samples/decompilations/godot/platform linuxbsd speechd-so_wrap.linuxbsd.editor.x86_64.c,0,0,0,0,6915
../samples/decompilations/godot/thirdparty minizip ioapi.linuxbsd.editor.x86_64.c,0,0,0,0,676
../samples/decompilations/godot/thirdparty icu4c common rbbistbl.linuxbsd.editor.x86_64.c,0,0,1,1,5740
../samples/decompilations/godot/editor filesystem_dock.linuxbsd.editor.x86_64.c,44,99,269,412,559859
../samples/decompilations/godot/thirdparty thorvg src renderer sw_engine tvgSwRenderer.linuxbsd.editor.x86_64.c,0,2,15,17,24475
../samples/decompilations/godot/thirdparty astcenc astcenc_quantization.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/modules svg register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1847
../samples/decompilations/godot/modules camera register_types.linuxbsd.editor.x86_64.c,0,0,0,0,153
../samples/decompilations/godot/modules godot_physics_2d godot_collision_object_2d.linuxbsd.editor.x86_64.c,1,4,6,11,13463
../samples/decompilations/godot/servers rendering renderer_rd effects sort_effects.linuxbsd.editor.x86_64.c,1,2,8,11,8330
../samples/decompilations/godot/thirdparty zlib inffast.linuxbsd.editor.x86_64.c,0,2,6,8,3061
../samples/decompilations/godot/modules tga image_loader_tga.linuxbsd.editor.x86_64.c,3,5,14,22,21007
../samples/decompilations/godot/modules openxr extensions platform openxr_vulkan_extension.linuxbsd.editor.x86_64.c,1,1,12,14,40069
../samples/decompilations/godot/scene 3d physics character_body_3d.linuxbsd.editor.x86_64.c,17,8,32,57,226926
../samples/decompilations/godot/core object undo_redo.linuxbsd.editor.x86_64.c,6,9,41,56,140497
../samples/decompilations/godot/modules openxr action_map openxr_action_map.linuxbsd.editor.x86_64.c,5,3,31,39,121291
../samples/decompilations/godot/thirdparty freetype src base ftpatent.linuxbsd.editor.x86_64.c,0,0,0,0,33
../samples/decompilations/godot/modules upnp upnp_miniupnp.linuxbsd.editor.x86_64.c,4,3,13,20,36391
../samples/decompilations/godot/scene gui button.linuxbsd.editor.x86_64.c,6,2,10,18,201132
../samples/decompilations/godot/modules enet enet_packet_peer.linuxbsd.editor.x86_64.c,4,1,29,34,102095
../samples/decompilations/godot/thirdparty misc fastlz.linuxbsd.editor.x86_64.c,2,5,20,27,9769
../samples/decompilations/godot/thirdparty glslang SPIRV InReadableOrder.linuxbsd.editor.x86_64.c,2,5,3,10,13570
../samples/decompilations/godot/thirdparty icu4c common ucnv_io.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/editor debugger editor_expression_evaluator.linuxbsd.editor.x86_64.c,10,10,22,42,59032
../samples/decompilations/godot/core object worker_thread_pool.linuxbsd.editor.x86_64.c,6,20,78,104,129541
../samples/decompilations/godot/thirdparty libvorbis psy.linuxbsd.editor.x86_64.c,1,15,38,54,18486
../samples/decompilations/godot/thirdparty graphite src gr_slot.linuxbsd.editor.x86_64.c,0,0,0,0,1212
../samples/decompilations/godot/core io packed_data_container.linuxbsd.editor.x86_64.c,6,6,69,81,99453
../samples/decompilations/godot/thirdparty icu4c common resbund.linuxbsd.editor.x86_64.c,0,0,0,0,5085
../samples/decompilations/godot/editor gui editor_validation_panel.linuxbsd.editor.x86_64.c,11,6,28,45,55033
../samples/decompilations/godot/thirdparty meshoptimizer allocator.linuxbsd.editor.x86_64.c,0,0,0,0,61
../samples/decompilations/godot/modules openxr editor openxr_select_runtime.linuxbsd.editor.x86_64.c,8,2,20,30,42376
../samples/decompilations/godot/drivers coremidi midi_driver_coremidi.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty msdfgen core msdf-error-correction.linuxbsd.editor.x86_64.c,0,2,13,15,20154
../samples/decompilations/godot/scene gui spin_box.linuxbsd.editor.x86_64.c,6,10,18,34,168903
../samples/decompilations/godot/thirdparty mbedtls library sha256.linuxbsd.editor.x86_64.c,4,0,10,14,10602
../samples/decompilations/godot/thirdparty libtheora quant.linuxbsd.editor.x86_64.c,1,1,5,7,1678
../samples/decompilations/godot/modules godot_physics_3d godot_soft_body_3d.linuxbsd.editor.x86_64.c,12,12,68,92,70460
../samples/decompilations/godot/scene resources shader_include.linuxbsd.editor.x86_64.c,7,4,18,29,56971
../samples/decompilations/godot/thirdparty libwebp src dec idec_dec.linuxbsd.editor.x86_64.c,0,0,3,3,11448
../samples/decompilations/godot/thirdparty libwebp src dsp ssim.linuxbsd.editor.x86_64.c,0,0,5,5,2896
../samples/decompilations/godot/scene gui color_rect.linuxbsd.editor.x86_64.c,0,0,3,3,15767
../samples/decompilations/godot/scene resources style_box.linuxbsd.editor.x86_64.c,4,2,22,28,101519
../samples/decompilations/godot/scene 2d physics physics_body_2d.linuxbsd.editor.x86_64.c,10,1,14,25,68126
../samples/decompilations/godot/thirdparty jolt_physics Jolt TriangleSplitter TriangleSplitterMean.linuxbsd.editor.x86_64.c,0,0,2,2,1596
../samples/decompilations/godot/modules ktx texture_loader_ktx.linuxbsd.editor.x86_64.c,3,0,7,10,27791
../samples/decompilations/godot/modules multiplayer multiplayer_debugger.linuxbsd.editor.x86_64.c,9,12,40,61,62856
../samples/decompilations/godot/modules msdfgen register_types.linuxbsd.editor.x86_64.c,0,0,0,0,33
../samples/decompilations/godot/modules tga register_types.linuxbsd.editor.x86_64.c,0,0,0,0,1760
../samples/decompilations/godot/thirdparty icu4c common ustrenum.linuxbsd.editor.x86_64.c,0,0,0,0,7164
../samples/decompilations/godot/core string translation.linuxbsd.editor.x86_64.c,4,10,44,58,132285
../samples/decompilations/godot/thirdparty icu4c common dictbe.linuxbsd.editor.x86_64.c,2,16,40,58,29715
../samples/decompilations/godot/modules godot_physics_3d godot_body_3d.linuxbsd.editor.x86_64.c,0,1,24,25,41935
../samples/decompilations/godot/thirdparty clipper2 src clipper.engine.linuxbsd.editor.x86_64.c,25,94,206,325,162773
../samples/decompilations/godot/editor animation_track_editor.linuxbsd.editor.x86_64.c,80,139,549,768,1071381
../samples/decompilations/godot/modules openxr scene openxr_composition_layer_quad.linuxbsd.editor.x86_64.c,12,2,6,20,43758
../samples/decompilations/godot/thirdparty icu4c common ucnvdisp.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/thirdparty graphite src Segment.linuxbsd.editor.x86_64.c,5,3,23,31,15091
../samples/decompilations/godot/scene 2d parallax_background.linuxbsd.editor.x86_64.c,4,1,19,24,63502
../samples/decompilations/godot/scene main instance_placeholder.linuxbsd.editor.x86_64.c,4,3,16,23,46295
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics Body MotionProperties.linuxbsd.editor.x86_64.c,0,0,0,0,2123
../samples/decompilations/godot/thirdparty libwebp src utils random_utils.linuxbsd.editor.x86_64.c,0,0,0,0,594
../samples/decompilations/godot/thirdparty mbedtls library x509_crl.linuxbsd.editor.x86_64.c,3,2,5,10,5589
../samples/decompilations/godot/thirdparty libpng intel filter_sse2_intrinsics.linuxbsd.editor.x86_64.c,0,0,6,6,14294
../samples/decompilations/godot/modules openxr extensions openxr_eye_gaze_interaction.linuxbsd.editor.x86_64.c,0,1,9,10,14141
../samples/decompilations/godot/thirdparty icu4c common ures_cnv.linuxbsd.editor.x86_64.c,0,0,0,0,303
../samples/decompilations/godot/scene gui panel_container.linuxbsd.editor.x86_64.c,6,2,7,15,26284
../samples/decompilations/godot/thirdparty icu4c common unistr_titlecase_brkiter.linuxbsd.editor.x86_64.c,0,0,0,0,472
../samples/decompilations/godot/thirdparty libvorbis envelope.linuxbsd.editor.x86_64.c,0,0,0,0,1
../samples/decompilations/godot/modules gdscript gdscript_editor.linuxbsd.editor.x86_64.c,12,30,120,162,199968
../samples/decompilations/godot/thirdparty libwebp src enc frame_enc.linuxbsd.editor.x86_64.c,2,7,27,36,14117
../samples/decompilations/godot/thirdparty libtheora idct.linuxbsd.editor.x86_64.c,1,0,7,8,7594
../samples/decompilations/godot/core os midi_driver.linuxbsd.editor.x86_64.c,0,0,1,1,3079
../samples/decompilations/godot/thirdparty thorvg src renderer sw_engine tvgSwImage.linuxbsd.editor.x86_64.c,0,0,1,1,3555
../samples/decompilations/godot/editor editor_audio_buses.linuxbsd.editor.x86_64.c,30,60,171,261,298919
../samples/decompilations/godot/core variant variant_callable.linuxbsd.editor.x86_64.c,0,0,1,1,2886
../samples/decompilations/godot/thirdparty jolt_physics Jolt Physics SoftBody SoftBodyCreationSettings.linuxbsd.editor.x86_64.c,7,8,13,28,25030
../samples/decompilations/godot/thirdparty thorvg src renderer sw_engine tvgSwStroke.linuxbsd.editor.x86_64.c,0,2,2,4,4126
../samples/decompilations/godot/modules camera camera_feed_linux.linuxbsd.editor.x86_64.c,6,9,18,33,31050
../samples/decompilations/godot/thirdparty icu4c common locdispnames.linuxbsd.editor.x86_64.c,0,1,6,7,13427
../samples/decompilations/godot/modules godot_physics_3d godot_body_pair_3d.linuxbsd.editor.x86_64.c,1,18,23,42,78428
../samples/decompilations/godot/scene resources environment.linuxbsd.editor.x86_64.c,4,3,16,23,339486
../samples/decompilations/godot/thirdparty zlib adler32.linuxbsd.editor.x86_64.c,0,0,5,5,2351
../samples/decompilations/godot/editor plugins polygon_2d_editor_plugin.linuxbsd.editor.x86_64.c,40,21,43,104,202674
../samples/decompilations/godot/thirdparty libpng pngwutil.linuxbsd.editor.x86_64.c,0,9,33,42,29830
../samples/decompilations/godot/core math transform_2d.linuxbsd.editor.x86_64.c,0,2,4,6,13194
../samples/decompilations/godot/thirdparty icu4c common uobject.linuxbsd.editor.x86_64.c,0,0,0,0,451
../samples/decompilations/godot/thirdparty mbedtls library constant_time.linuxbsd.editor.x86_64.c,0,0,9,9,1520
../samples/decompilations/godot/thirdparty pcre2 src pcre2_compile_32.linuxbsd.editor.x86_64.c,5,28,57,90,100131
../samples/decompilations/godot/servers rendering renderer_rd cluster_builder_rd.linuxbsd.editor.x86_64.c,0,4,20,24,47239
../samples/decompilations/godot/editor plugins gizmos audio_stream_player_3d_gizmo_plugin.linuxbsd.editor.x86_64.c,5,3,6,14,31553
../samples/decompilations/godot/scene 2d physics collision_object_2d.linuxbsd.editor.x86_64.c,14,35,47,96,262207
../samples/decompilations/godot/thirdparty glslang glslang MachineIndependent ParseContextBase.linuxbsd.editor.x86_64.c,5,16,46,67,156040
../samples/decompilations/godot/modules openxr scene openxr_composition_layer_equirect.linuxbsd.editor.x86_64.c,6,4,18,28,60560
../samples/decompilations/godot/scene 3d physics joints joint_3d.linuxbsd.editor.x86_64.c,4,3,16,23,67821
../samples/decompilations/godot/scene 2d line_2d.linuxbsd.editor.x86_64.c,5,2,13,20,196645
../samples/decompilations/godot/thirdparty libwebp src enc iterator_enc.linuxbsd.editor.x86_64.c,1,0,28,29,12518
../samples/decompilations/godot/thirdparty graphite src Justifier.linuxbsd.editor.x86_64.c,1,1,10,12,5466
